timestamp,size,latitude,longitude,location,state
2021-07-04 00:05:00.000000 UTC,100,47.68,-99.14,NEW ROCKFORD,ND
2021-08-22 23:01:00.000000 UTC,100,47.65,-99.09,3 SE NEW ROCKFORD,ND
2021-08-22 23:30:00.000000 UTC,100,47.65,-99.09,3 SE NEW ROCKFORD,ND
2021-06-08 16:45:00.000000 UTC,150,46.51,-100.25,2 NE HAZELTON,ND
2021-08-09 23:21:00.000000 UTC,150,47.63,-99.17,4 SSW NEW ROCKFORD,ND
2021-08-10 00:01:00.000000 UTC,175,47.61,-98.86,3 ENE BRANTFORD,ND
2021-08-10 00:30:00.000000 UTC,125,47.76,-98.57,6 S HAMAR,ND
2021-08-10 01:10:00.000000 UTC,150,47.63,-98.56,4 NNE MCHENRY,ND
2021-08-22 23:05:00.000000 UTC,100,47.64,-99.08,4 SE NEW ROCKFORD,ND
2021-08-09 23:25:00.000000 UTC,125,47.57,-99.15,1 WSW BARLOW,ND
2021-08-10 00:00:00.000000 UTC,175,47.58,-98.92,6 WNW GRACE CITY,ND
2021-08-10 00:35:00.000000 UTC,100,47.46,-99.0,5 NNW BORDULAC,ND
2021-08-10 01:08:00.000000 UTC,125,47.58,-98.66,3 W MCHENRY,ND
2021-08-10 01:23:00.000000 UTC,100,47.56,-98.52,3 ESE MCHENRY,ND
2021-08-22 23:00:00.000000 UTC,175,47.53,-99.11,3 SSE BARLOW,ND
2021-06-09 00:10:00.000000 UTC,275,47.32,-104.03,4 SSE SKAAR,ND
2021-08-10 03:30:00.000000 UTC,100,47.93,-97.11,2 WNW GRAND FORKS,ND
2021-06-08 20:40:00.000000 UTC,100,46.4,-101.82,1 E ELGIN,ND
2021-06-08 20:48:00.000000 UTC,100,46.2,-101.33,6 S SAINT GERTRUDE,ND
2021-08-30 21:51:00.000000 UTC,200,46.61,-101.31,11 NNW FLASHER,ND
2021-08-09 23:50:00.000000 UTC,125,47.56,-98.35,BINFORD,ND
2021-08-10 01:26:00.000000 UTC,175,47.65,-98.37,RED WILLOW LAKE,ND
2021-08-10 11:50:00.000000 UTC,125,47.56,-98.35,BINFORD,ND
2021-08-23 00:00:00.000000 UTC,125,47.27,-98.41,7 SSW REVERE,ND
2021-06-07 22:45:00.000000 UTC,100,47.72,-96.95,8 ENE REYNOLDS,ND
2021-08-10 03:30:00.000000 UTC,100,47.92,-97.07,WNW GRAND FORKS,ND
2021-09-16 04:00:00.000000 UTC,100,48.07,-97.2,1 WSW MANVEL,ND
2021-06-08 01:21:00.000000 UTC,100,47.37,-98.23,7 SW COOPERSTOWN,ND
2021-08-10 01:35:00.000000 UTC,275,47.66,-98.35,7 N BINFORD,ND
2021-08-23 00:00:00.000000 UTC,125,47.26,-98.39,7 SSW REVERE,ND
2021-08-23 00:15:00.000000 UTC,175,47.43,-98.44,2 N SUTTON,ND
2021-08-23 00:35:00.000000 UTC,100,47.33,-98.16,2 NE HANNAFORD,ND
2021-07-09 02:18:00.000000 UTC,100,46.56,-102.6,9 SSW LEFOR,ND
2021-08-30 22:11:00.000000 UTC,275,46.48,-102.52,4 NNE REGENT,ND
2021-08-30 22:53:00.000000 UTC,300,46.31,-102.33,5 S MOTT,ND
2021-09-13 12:00:00.000000 UTC,100,46.29,-102.35,5 S MOTT,ND
2021-07-26 23:45:00.000000 UTC,125,46.78,-99.47,7 S CRYSTAL SPRINGS,ND
2021-06-08 06:47:00.000000 UTC,100,46.6,-98.55,ADRIAN,ND
2021-06-08 07:13:00.000000 UTC,200,46.6,-98.56,ADRIAN,ND
2021-08-10 00:53:00.000000 UTC,100,46.62,-98.57,2 NNW ADRIAN,ND
2021-06-08 00:33:00.000000 UTC,175,46.42,-99.49,7 ENE BURNSTAD,ND
2021-06-08 00:47:00.000000 UTC,225,46.6,-99.37,4 S STREETER,ND
2021-06-08 01:28:00.000000 UTC,100,46.63,-99.14,GACKLE,ND
2021-07-03 23:20:00.000000 UTC,150,46.59,-99.54,10 WSW STREETER,ND
2021-07-04 00:15:00.000000 UTC,125,46.54,-99.35,8 S STREETER,ND
2021-07-19 22:45:00.000000 UTC,200,48.22,-100.25,10 S BERWICK,ND
2021-07-19 23:30:00.000000 UTC,175,48.16,-100.51,7 NE KARLSRUHE,ND
2021-07-20 00:07:00.000000 UTC,275,48.09,-100.53,4 E KARLSRUHE,ND
2021-08-09 23:02:00.000000 UTC,125,48.02,-100.24,6 SSW ORRIN,ND
2021-06-07 23:54:00.000000 UTC,175,46.19,-99.36,5 E GREEN LAKE,ND
2021-06-08 00:11:00.000000 UTC,200,46.14,-99.37,5 E DANZIG,ND
2021-06-08 01:30:00.000000 UTC,125,46.26,-99.51,2 E WISHEK,ND
2021-06-08 03:35:00.000000 UTC,125,46.26,-99.77,10 W WISHEK,ND
2021-06-08 03:57:00.000000 UTC,100,46.26,-99.69,7 W WISHEK,ND
2021-06-09 00:28:00.000000 UTC,175,47.34,-103.92,1 N TROTTERS,ND
2021-06-10 23:30:00.000000 UTC,175,47.58,-103.91,8 SW SATHER DAM,ND
2021-06-11 00:13:00.000000 UTC,175,47.86,-103.65,1 NNW ALEXANDER,ND
2021-06-11 00:16:00.000000 UTC,175,47.5,-103.98,9 NNE SKAAR,ND
2021-06-11 01:01:00.000000 UTC,100,47.59,-103.92,8 SW SATHER DAM,ND
2021-06-11 01:45:00.000000 UTC,125,47.62,-104.02,11 WSW SATHER DAM,ND
2021-06-11 02:42:00.000000 UTC,200,48.05,-103.66,7 SSW WILLISTON,ND
2021-08-27 23:36:00.000000 UTC,100,47.82,-103.28,1 N WATFORD CITY,ND
2021-08-30 21:00:00.000000 UTC,125,47.71,-101.7,5 NNW EMMET,ND
2021-08-30 22:55:00.000000 UTC,100,47.59,-101.77,6 SE WHITE SHIELD,ND
2021-07-17 01:06:00.000000 UTC,100,47.14,-101.79,9 S BEULAH,ND
2021-07-17 01:30:00.000000 UTC,200,47.08,-101.87,13 SSW BEULAH,ND
2021-07-17 02:08:00.000000 UTC,175,47.0,-102.03,7 NNE HEBRON,ND
2021-08-30 18:30:00.000000 UTC,150,47.3,-101.69,3 W HAZEN,ND
2021-08-30 18:45:00.000000 UTC,175,47.31,-101.76,3 NNE BEULAH,ND
2021-06-11 05:31:00.000000 UTC,125,46.98,-101.79,11 N GLEN ULLIN,ND
2021-08-30 18:40:00.000000 UTC,200,46.94,-101.41,7 N NEW SALEM,ND
2021-08-30 19:25:00.000000 UTC,275,46.85,-101.33,4 E NEW SALEM,ND
2021-08-30 21:05:00.000000 UTC,225,46.69,-101.14,11 SE JUDSON,ND
2021-08-30 21:18:00.000000 UTC,100,46.81,-101.82,GLEN ULLIN,ND
2021-08-30 21:50:00.000000 UTC,175,46.74,-101.77,6 SSE GLEN ULLIN,ND
2021-08-30 21:55:00.000000 UTC,200,46.65,-101.28,12 ESE ALMONT,ND
2021-08-30 22:30:00.000000 UTC,175,46.67,-101.26,11 S JUDSON,ND
2021-08-30 22:34:00.000000 UTC,175,46.5,-101.23,3 N FLASHER,ND
2021-08-30 22:50:00.000000 UTC,200,46.6,-101.22,10 N FLASHER,ND
2021-08-30 23:05:00.000000 UTC,275,46.51,-101.16,5 NE FLASHER,ND
2021-09-02 10:50:00.000000 UTC,100,48.32,-102.41,1 W STANLEY,ND
2021-08-10 01:00:00.000000 UTC,125,47.79,-98.28,2 E PEKIN,ND
2021-08-22 23:45:00.000000 UTC,100,47.77,-98.41,4 WSW PEKIN,ND
2021-08-30 17:14:00.000000 UTC,150,47.11,-101.64,10 W HANNOVER,ND
2021-06-06 05:00:00.000000 UTC,100,48.62,-97.45,SAINT THOMAS,ND
2021-06-09 17:45:00.000000 UTC,100,48.62,-97.45,ST. THOMAS,ND
2021-08-10 02:03:00.000000 UTC,100,48.89,-97.9,2 SSE WALHALLA,ND
2021-07-03 20:55:00.000000 UTC,100,48.11,-98.87,DEVILS LAKE,ND
2021-06-08 03:15:00.000000 UTC,175,46.52,-97.93,FORT RANSOM,ND
2021-06-08 11:00:00.000000 UTC,150,46.52,-97.93,FORT RANSOM,ND
2021-06-11 09:30:00.000000 UTC,175,46.52,-97.93,FORT RANSOM,ND
2021-07-26 04:40:00.000000 UTC,125,46.62,-97.6,ENDERLIN,ND
2021-05-14 22:51:00.000000 UTC,100,46.38,-96.83,7 SW ABERCROMBIE,ND
2021-07-26 03:25:00.000000 UTC,175,46.27,-97.0,BARNEY,ND
2021-07-26 04:30:00.000000 UTC,175,46.55,-97.1,10 SE LEONARD,ND
2021-07-19 23:51:00.000000 UTC,100,48.65,-99.59,2 NE MYLO,ND
2021-07-19 16:45:00.000000 UTC,100,48.11,-98.83,2 E DEVILS LAKE,ND
2021-08-10 00:27:00.000000 UTC,125,48.42,-98.88,2 S STARKWEATHER,ND
2021-06-08 10:00:00.000000 UTC,100,46.52,-97.99,3 W FORT RANSOM,ND
2021-06-08 10:30:00.000000 UTC,200,46.52,-97.93,FORT RANSOM,ND
2021-07-26 02:55:00.000000 UTC,125,46.06,-96.62,1 NW FAIRMOUNT,ND
2021-07-26 03:25:00.000000 UTC,175,46.31,-97.0,3 N BARNEY,ND
2021-07-26 03:40:00.000000 UTC,150,46.33,-96.81,4 S GALCHUTT,ND
2021-07-26 04:30:00.000000 UTC,175,46.49,-97.13,10 WSW WALCOTT,ND
2021-07-28 08:50:00.000000 UTC,100,46.49,-96.93,3 WNW COLFAX,ND
2021-06-08 18:30:00.000000 UTC,175,46.34,-100.71,6 NW PRAIRIE KNIGHTS RE,ND
2021-07-08 22:52:00.000000 UTC,125,46.62,-103.61,10 ENE THREE V CROSSING,ND
2021-07-08 23:11:00.000000 UTC,175,46.48,-103.37,3 W AMIDON,ND
2021-07-08 23:48:00.000000 UTC,175,46.29,-103.15,9 NNE BUFFALO SPRINGS,ND
2021-09-02 15:08:00.000000 UTC,100,46.61,-103.61,9 ENE THREE V CROSSING,ND
2021-06-06 05:10:00.000000 UTC,100,46.88,-102.79,DICKINSON,ND
2021-06-11 04:52:00.000000 UTC,100,46.82,-102.31,4 S RICHARDTON,ND
2021-07-17 02:15:00.000000 UTC,175,46.95,-102.12,5 NW HEBRON,ND
2021-06-07 23:49:00.000000 UTC,125,46.9,-99.3,MEDINA,ND
2021-06-08 00:50:00.000000 UTC,250,46.68,-98.86,5 WNW MILLARTON,ND
2021-06-08 01:10:00.000000 UTC,100,46.69,-98.71,3 NE MILLARTON,ND
2021-06-08 08:07:00.000000 UTC,100,46.9,-98.7,1 SSE JAMESTOWN,ND
2021-06-08 09:07:00.000000 UTC,100,46.88,-98.67,3 SE JAMESTOWN,ND
2021-07-03 23:39:00.000000 UTC,100,46.9,-99.38,4 W MEDINA,ND
2021-06-07 22:25:00.000000 UTC,100,47.64,-97.46,HATTON,ND
2021-06-07 22:32:00.000000 UTC,100,47.67,-97.11,REYNOLDS,ND
2021-06-07 22:49:00.000000 UTC,100,47.64,-97.46,HATTON,ND
2021-07-19 19:05:00.000000 UTC,100,47.6,-97.06,2 E BUXTON,ND
2021-08-09 23:25:00.000000 UTC,100,48.49,-99.38,8 W CANDO,ND
2021-06-07 22:16:00.000000 UTC,100,47.64,-97.46,HATTON,ND
2021-07-19 18:38:00.000000 UTC,100,47.6,-96.97,6 E BUXTON,ND
2021-06-11 03:58:00.000000 UTC,100,48.68,-102.04,2 E KENMARE,ND
2021-06-11 04:58:00.000000 UTC,100,48.68,-102.04,2 E KENMARE,ND
2021-07-16 12:42:00.000000 UTC,100,48.22,-101.3,MINOT,ND
2021-08-24 12:24:00.000000 UTC,125,48.13,-101.3,7 W LOGAN,ND
2021-08-09 22:40:00.000000 UTC,275,47.65,-99.64,FESSENDEN,ND
2021-08-09 22:57:00.000000 UTC,300,47.47,-99.58,6 E BOWDON,ND
2021-08-22 21:17:00.000000 UTC,175,47.77,-99.93,HARVEY,ND
2021-06-11 02:10:00.000000 UTC,175,48.22,-103.63,4 N WILLISTON,ND
2021-06-11 02:36:00.000000 UTC,150,48.16,-103.63,WILLISTON,ND
2021-06-11 02:52:00.000000 UTC,250,48.15,-103.63,WILLISTON,ND
2021-06-11 03:32:00.000000 UTC,125,48.34,-103.17,RAY,ND
2021-06-11 04:09:00.000000 UTC,150,48.15,-103.63,WILLISTON,ND
2021-06-11 04:27:00.000000 UTC,150,48.15,-103.63,WILLISTON,ND
2021-08-27 23:40:00.000000 UTC,150,48.63,-103.47,3 N ALAMO,ND
2021-09-16 03:05:00.000000 UTC,100,48.43,-97.62,6 ENE PARK RIVER,ND
2021-06-24 21:00:00.000000 UTC,100,40.69,-98.53,3 E PROSSER,NE
2021-06-24 21:15:00.000000 UTC,175,40.7,-98.37,HANSEN,NE
2021-06-24 21:30:00.000000 UTC,150,40.68,-98.35,1 SE HANSEN,NE
2021-08-15 11:34:00.000000 UTC,125,40.6,-98.4,1 NW HASTINGS,NE
2021-12-15 19:56:00.000000 UTC,100,40.61,-98.39,2 N HASTINGS,NE
2021-06-22 22:00:00.000000 UTC,100,42.26,-97.96,5 S BRUNSWICK,NE
2021-06-22 23:19:00.000000 UTC,125,42.13,-98.03,NELIGH,NE
2021-05-13 22:59:00.000000 UTC,100,41.41,-101.59,10 SW BUCKTAIL LAKE,NE
2021-09-05 08:40:00.000000 UTC,100,41.47,-101.83,10 SW ARTHUR,NE
2021-09-05 09:30:00.000000 UTC,100,41.57,-101.69,ARTHUR,NE
2021-06-11 11:46:00.000000 UTC,100,41.76,-98.21,7 W LORETTO,NE
2021-05-27 00:25:00.000000 UTC,100,42.33,-102.75,17 NNE ALLIANCE,NE
2021-07-09 11:55:00.000000 UTC,430,42.09,-103.22,14 WSW BEREA,NE
2021-07-09 22:44:00.000000 UTC,200,42.32,-103.13,3 W HEMINGFORD,NE
2021-07-09 23:04:00.000000 UTC,250,42.32,-103.13,3 W HEMINGFORD,NE
2021-07-09 23:21:00.000000 UTC,200,42.32,-103.37,9 SSW MARSLAND,NE
2021-07-09 23:40:00.000000 UTC,425,42.2,-102.91,12 SE HEMINGFORD,NE
2021-07-10 00:12:00.000000 UTC,300,42.04,-103.07,11 WSW ALLIANCE,NE
2021-07-10 03:38:00.000000 UTC,100,42.32,-103.19,6 W HEMINGFORD,NE
2021-08-14 23:18:00.000000 UTC,150,42.32,-103.37,9 SSW MARSLAND,NE
2021-08-14 23:35:00.000000 UTC,250,42.21,-103.24,20 WNW ALLIANCE,NE
2021-08-15 00:06:00.000000 UTC,175,42.06,-103.33,3 SW KILPATRICK LAKE,NE
2021-06-23 23:41:00.000000 UTC,100,42.57,-100.06,JOHNSTOWN,NE
2021-06-24 03:32:00.000000 UTC,175,42.58,-99.94,5 WNW AINSWORTH,NE
2021-06-16 00:25:00.000000 UTC,200,40.78,-98.73,SHELTON,NE
2021-08-15 09:10:00.000000 UTC,100,40.76,-99.42,4 NW ELM CREEK,NE
2021-08-23 00:55:00.000000 UTC,175,40.97,-99.24,8 W PLEASANTON,NE
2021-05-03 01:50:00.000000 UTC,100,41.88,-96.47,3 N OAKLAND,NE
2021-05-03 00:45:00.000000 UTC,150,41.16,-97.35,4 SW RISING CITY,NE
2021-08-08 00:08:00.000000 UTC,150,41.2,-97.26,2 E RISING CITY,NE
2021-08-08 01:15:00.000000 UTC,125,41.28,-97.36,6 NNW RISING CITY,NE
2021-08-25 06:13:00.000000 UTC,100,41.01,-95.89,PLATTSMOUTH,NE
2021-05-05 21:16:00.000000 UTC,100,42.72,-97.27,5 ENE FORDYCE,NE
2021-08-31 04:11:00.000000 UTC,250,42.71,-97.25,4 WSW WYNOT,NE
2021-08-14 14:56:00.000000 UTC,100,40.7,-101.35,9 SSW GRAINTON,NE
2021-08-20 01:00:00.000000 UTC,200,40.63,-101.98,4 N LAMAR,NE
2021-05-24 00:26:00.000000 UTC,100,42.22,-101.89,14 N ASHBY,NE
2021-05-27 01:04:00.000000 UTC,100,42.52,-101.98,23 SSE GORDON,NE
2021-06-14 02:10:00.000000 UTC,150,42.52,-101.98,23 SSE GORDON,NE
2021-07-04 00:25:00.000000 UTC,175,42.86,-101.89,11 WSW MERRIMAN,NE
2021-08-05 21:25:00.000000 UTC,100,42.86,-100.27,5 S SPARKS,NE
2021-08-31 02:50:00.000000 UTC,100,42.93,-100.75,CROOKSTON,NE
2021-08-31 04:00:00.000000 UTC,100,42.85,-100.58,2 SW VALENTINE,NE
2021-08-31 04:25:00.000000 UTC,100,42.74,-100.53,9 S VALENTINE,NE
2021-05-23 22:48:00.000000 UTC,150,41.03,-102.83,10 SE SIDNEY,NE
2021-05-23 23:00:00.000000 UTC,200,41.26,-102.64,8 N LODGEPOLE,NE
2021-05-23 23:04:00.000000 UTC,300,41.1,-102.76,4 S SUNOL,NE
2021-05-26 23:15:00.000000 UTC,275,41.32,-102.97,GURLEY,NE
2021-05-26 23:30:00.000000 UTC,100,41.32,-102.97,GURLEY,NE
2021-05-27 00:05:00.000000 UTC,100,41.15,-102.63,LODGEPOLE,NE
2021-07-03 22:30:00.000000 UTC,100,41.22,-103.31,POTTER,NE
2021-10-12 23:15:00.000000 UTC,150,41.26,-102.89,6 SE GURLEY,NE
2021-06-16 01:30:00.000000 UTC,175,40.44,-97.94,5 NNE EDGAR,NE
2021-06-24 21:27:00.000000 UTC,175,40.68,-98.27,TRUMBULL,NE
2021-08-08 00:55:00.000000 UTC,150,40.41,-98.15,3 WSW FAIRFIELD,NE
2021-05-03 02:00:00.000000 UTC,100,41.64,-97.24,4 S LEIGH,NE
2021-04-06 23:40:00.000000 UTC,125,41.09,-99.69,5 SE OCONTO,NE
2021-04-07 00:24:00.000000 UTC,175,41.29,-99.38,ANSLEY,NE
2021-05-21 23:35:00.000000 UTC,150,42.83,-103.0,CHADRON,NE
2021-05-21 23:38:00.000000 UTC,175,42.65,-103.0,12 S CHADRON,NE
2021-05-26 21:48:00.000000 UTC,100,42.87,-103.06,4 NW CHADRON,NE
2021-05-26 22:58:00.000000 UTC,100,42.66,-103.0,2 S CHADRON STATE PARK,NE
2021-06-14 00:17:00.000000 UTC,100,42.62,-103.32,7 SE CRAWFORD,NE
2021-07-09 23:10:00.000000 UTC,250,42.44,-103.31,1 WSW MARSLAND,NE
2021-07-10 03:03:00.000000 UTC,100,42.79,-103.13,7 WSW CHADRON,NE
2021-07-10 03:23:00.000000 UTC,150,42.78,-103.15,8 WSW CHADRON,NE
2021-08-14 22:16:00.000000 UTC,100,42.69,-103.41,CRAWFORD,NE
2021-08-14 22:59:00.000000 UTC,125,42.48,-103.34,3 NW MARSLAND,NE
2021-04-07 00:28:00.000000 UTC,125,40.95,-99.51,SUMNER,NE
2021-05-26 22:27:00.000000 UTC,100,40.82,-99.9,6 ESE COZAD,NE
2021-08-09 22:48:00.000000 UTC,100,40.96,-100.17,2 NNW GOTHENBURG,NE
2021-08-19 22:22:00.000000 UTC,100,41.11,-102.19,7 WNW BIG SPRINGS,NE
2021-09-16 23:40:00.000000 UTC,125,41.04,-102.15,4 WSW BIG SPRINGS,NE
2021-07-09 03:37:00.000000 UTC,125,42.48,-96.96,5 NNE DIXON,NE
2021-07-09 04:37:00.000000 UTC,125,42.48,-96.96,5 NNE DIXON,NE
2021-08-31 05:43:00.000000 UTC,100,41.7,-96.79,SNYDER,NE
2021-08-27 23:07:00.000000 UTC,100,41.28,-96.24,ELKHORN,NE
2021-08-27 23:36:00.000000 UTC,250,41.32,-96.35,VALLEY,NE
2021-05-13 23:02:00.000000 UTC,150,40.02,-101.9,2 E HAIGLER,NE
2021-05-26 21:46:00.000000 UTC,125,40.12,-101.53,5 N BENKELMAN,NE
2021-05-26 22:25:00.000000 UTC,250,40.29,-101.38,12 N MAX,NE
2021-03-27 00:59:00.000000 UTC,100,40.29,-98.75,1 WSW CAMPBELL,NE
2021-08-23 03:00:00.000000 UTC,100,40.1,-98.95,FRANKLIN,NE
2021-05-17 02:28:00.000000 UTC,150,40.64,-100.6,2 SE MAYWOOD,NE
2021-05-26 22:25:00.000000 UTC,100,40.56,-100.62,7 S MAYWOOD,NE
2021-05-26 22:26:00.000000 UTC,100,40.65,-100.34,9 E CURTIS,NE
2021-03-27 00:45:00.000000 UTC,100,40.28,-100.02,2 SSW HOLBROOK,NE
2021-03-27 01:29:00.000000 UTC,100,40.28,-99.78,EDISON,NE
2021-04-28 04:56:00.000000 UTC,100,40.28,-99.78,EDISON,NE
2021-08-22 22:46:00.000000 UTC,100,40.11,-99.65,3 WSW STAMFORD,NE
2021-08-22 22:50:00.000000 UTC,150,40.08,-100.1,2 S WILSONVILLE,NE
2021-08-22 23:04:00.000000 UTC,100,40.04,-99.89,7 SE HENDLEY,NE
2021-10-27 02:23:00.000000 UTC,100,40.28,-99.78,EDISON,NE
2021-05-23 23:27:00.000000 UTC,275,41.51,-102.4,8 NNW OSHKOSH,NE
2021-05-23 23:53:00.000000 UTC,100,41.75,-102.08,14 WNW JENSEN LAKE,NE
2021-05-24 00:02:00.000000 UTC,175,41.96,-102.11,5 SW BINGHAM,NE
2021-06-14 07:05:00.000000 UTC,100,41.58,-102.51,8 NE LISCO,NE
2021-08-15 01:30:00.000000 UTC,125,41.42,-102.34,1 N OSHKOSH,NE
2021-08-15 02:05:00.000000 UTC,100,41.28,-102.38,9 SSW OSHKOSH,NE
2021-08-19 22:22:00.000000 UTC,100,41.69,-102.19,12 ESE CRESCENT LAKE NW,NE
2021-03-27 02:24:00.000000 UTC,100,40.7,-99.79,3 ENE JOHNSON LAKE,NE
2021-05-13 21:22:00.000000 UTC,125,41.88,-101.93,10 S ASHBY,NE
2021-06-23 02:50:00.000000 UTC,100,41.08,-97.89,HORDVILLE,NE
2021-08-08 01:22:00.000000 UTC,175,40.77,-98.13,1 E GILTNER,NE
2021-12-15 20:25:00.000000 UTC,175,41.03,-97.96,3 ENE MARQUETTE,NE
2021-05-26 22:58:00.000000 UTC,275,40.38,-101.23,SE HAMLET,NE
2021-05-27 01:05:00.000000 UTC,100,40.38,-101.09,2 NE PALISADE,NE
2021-08-26 23:51:00.000000 UTC,100,40.62,-100.94,9 NNE HAYES CENTER,NE
2021-05-27 01:23:00.000000 UTC,275,40.3,-101.03,5 SE PALISADE,NE
2021-06-25 19:55:00.000000 UTC,125,40.2,-100.96,3 NE TRENTON,NE
2021-08-05 23:03:00.000000 UTC,100,42.59,-99.15,1 SW STUART,NE
2021-09-05 12:45:00.000000 UTC,175,42.59,-98.57,10 NNE ONEILL,NE
2021-05-09 01:12:00.000000 UTC,100,40.08,-97.34,2 N REYNOLDS,NE
2021-06-11 16:00:00.000000 UTC,100,40.46,-96.37,STERLING,NE
2021-06-11 16:40:00.000000 UTC,175,40.38,-96.14,3 ENE TECUMSEH,NE
2021-05-03 00:48:00.000000 UTC,175,40.5,-98.95,MINDEN,NE
2021-05-13 23:29:00.000000 UTC,100,41.15,-101.36,2 N PAXTON,NE
2021-05-13 23:45:00.000000 UTC,100,41.02,-101.41,8 SSW PAXTON,NE
2021-08-14 12:13:00.000000 UTC,100,41.13,-101.65,4 E OGALLALA,NE
2021-09-17 00:43:00.000000 UTC,100,41.13,-101.72,OGALLALA,NE
2021-06-23 22:39:00.000000 UTC,275,42.9,-99.65,3 WSW BURTON,NE
2021-06-24 01:32:00.000000 UTC,100,42.91,-99.75,6 N SPRINGVIEW,NE
2021-06-24 02:10:00.000000 UTC,175,42.83,-99.79,2 W SPRINGVIEW,NE
2021-08-05 22:15:00.000000 UTC,175,42.78,-99.59,9 S BURTON,NE
2021-05-21 02:37:00.000000 UTC,100,41.15,-103.71,7 SSW KIMBALL,NE
2021-06-07 00:20:00.000000 UTC,100,41.15,-103.68,6 SSW KIMBALL,NE
2021-07-09 21:29:00.000000 UTC,175,41.23,-103.79,5 E BUSHNELL,NE
2021-08-31 04:50:00.000000 UTC,250,42.6,-98.03,VERDIGRE,NE
2021-05-14 00:13:00.000000 UTC,200,40.84,-101.16,WALLACE,NE
2021-05-14 00:44:00.000000 UTC,100,40.77,-101.07,5 SW DICKENS,NE
2021-05-26 19:15:00.000000 UTC,100,41.35,-101.13,13 N SUTHERLAND,NE
2021-05-26 23:15:00.000000 UTC,100,41.16,-101.13,SUTHERLAND,NE
2021-07-14 05:20:00.000000 UTC,100,41.34,-100.53,18 N MAXWELL,NE
2021-08-28 23:35:00.000000 UTC,150,41.49,-100.48,2 ENE STAPLETON,NE
2021-08-29 00:35:00.000000 UTC,125,41.87,-99.27,9 NE TAYLOR,NE
2021-05-05 20:40:00.000000 UTC,200,42.02,-97.74,1 S MEADOW GROVE,NE
2021-05-05 21:25:00.000000 UTC,100,41.84,-97.46,1 NNW MADISON,NE
2021-06-22 22:20:00.000000 UTC,150,42.09,-97.8,4 NNE TILDEN,NE
2021-06-22 22:50:00.000000 UTC,175,42.03,-97.74,MEADOW GROVE,NE
2021-06-22 23:30:00.000000 UTC,100,41.83,-97.62,8 W MADISON,NE
2021-06-23 02:51:00.000000 UTC,100,41.17,-97.91,5 SW CLARKS,NE
2021-05-26 23:40:00.000000 UTC,100,41.47,-102.85,8 NE DALTON,NE
2021-07-10 00:19:00.000000 UTC,330,41.96,-102.98,9 NE ANGORA,NE
2021-08-15 00:31:00.000000 UTC,200,41.96,-103.21,15 NNE BAYARD,NE
2021-08-15 01:42:00.000000 UTC,150,41.6,-103.19,7 SW BRIDGEPORT,NE
2021-09-01 23:10:00.000000 UTC,200,41.67,-103.21,6 W BRIDGEPORT,NE
2021-06-23 00:30:00.000000 UTC,100,41.5,-97.73,3 N GENOA,NE
2021-05-25 23:12:00.000000 UTC,100,40.3,-95.98,8 S JOHNSON,NE
2021-06-11 16:39:00.000000 UTC,100,40.39,-95.86,1 WNW AUBURN,NE
2021-06-11 17:07:00.000000 UTC,200,40.37,-95.83,1 SSE AUBURN,NE
2021-05-08 23:35:00.000000 UTC,100,40.29,-98.25,LAWRENCE,NE
2021-08-08 00:35:00.000000 UTC,175,40.29,-98.26,LAWRENCE,NE
2021-08-27 23:45:00.000000 UTC,100,40.26,-98.06,4 N NELSON,NE
2021-06-24 08:39:00.000000 UTC,100,40.66,-95.84,1 SE NEBRASKA CITY,NE
2021-05-16 01:28:00.000000 UTC,100,40.9,-101.76,4 NNW GRANT,NE
2021-05-16 01:55:00.000000 UTC,175,40.91,-101.73,5 N GRANT,NE
2021-05-24 01:25:00.000000 UTC,100,40.78,-101.97,4 ENE VENANGO,NE
2021-05-27 01:00:00.000000 UTC,100,40.84,-101.73,S GRANT,NE
2021-05-27 01:15:00.000000 UTC,100,40.84,-101.73,GRANT,NE
2021-05-27 01:31:00.000000 UTC,100,40.85,-101.73,NNW GRANT,NE
2021-08-14 14:06:00.000000 UTC,125,40.77,-101.4,6 S ELSIE,NE
2021-08-14 14:49:00.000000 UTC,100,41.0,-101.52,10 SSE ROSCOE,NE
2021-08-31 03:55:00.000000 UTC,150,42.2,-97.53,PIERCE,NE
2021-08-31 03:58:00.000000 UTC,125,42.36,-97.59,OSMOND,NE
2021-08-31 05:40:00.000000 UTC,100,42.11,-97.45,HADAR,NE
2021-06-23 00:10:00.000000 UTC,100,41.55,-97.7,8 NW MONROE,NE
2021-06-23 00:28:00.000000 UTC,175,41.46,-97.64,2 WSW MONROE,NE
2021-06-23 00:48:00.000000 UTC,100,41.43,-97.57,3 SSE MONROE,NE
2021-12-15 21:04:00.000000 UTC,125,41.44,-97.36,COLUMBUS,NE
2021-06-23 01:09:00.000000 UTC,200,41.18,-97.55,OSCEOLA,NE
2021-08-07 23:39:00.000000 UTC,100,41.19,-97.55,1 N OSCEOLA,NE
2021-05-26 23:00:00.000000 UTC,175,40.06,-100.62,10 S MCCOOK,NE
2021-06-25 20:41:00.000000 UTC,100,40.16,-100.62,3 S MCCOOK,NE
2021-07-18 15:20:00.000000 UTC,125,40.05,-100.28,LEBANON,NE
